density_band,density_label,world_x,world_z,build_zdos_500m,total_zdos_500m,container_item_rows_500m,creator_count_500m,actor_players,observer_range,observer_distance_m,interest_bucket,rtt_ms,server_process_ms,process_budget,event_profile,modeled_movement_events_per_sec,modeled_reliable_events_per_sec,modeled_low_priority_events_per_sec,estimated_datagram_updates_per_sec,estimated_udp_kbps,priority_expectation
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",100,55,"red_over_budget","movement_only",500.00,1.25,17.50,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",100,55,"red_over_budget","build_social",250.00,30.00,700.15,250.00,192.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",100,55,"red_over_budget","combat_build",500.00,75.00,1050.23,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",100,55,"red_over_budget","event_surge",500.00,100.00,1750.38,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,2,"green_under_tick","movement_only",500.00,1.25,17.50,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,2,"green_under_tick","build_social",250.00,30.00,700.15,250.00,192.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,2,"green_under_tick","combat_build",500.00,75.00,1050.23,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,2,"green_under_tick","event_surge",500.00,100.00,1750.38,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,8,"green_under_tick","movement_only",500.00,1.25,17.50,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,8,"green_under_tick","build_social",250.00,30.00,700.15,250.00,192.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,8,"green_under_tick","combat_build",500.00,75.00,1050.23,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,8,"green_under_tick","event_surge",500.00,100.00,1750.38,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,16,"green_under_tick","movement_only",500.00,1.25,17.50,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,16,"green_under_tick","build_social",250.00,30.00,700.15,250.00,192.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,16,"green_under_tick","combat_build",500.00,75.00,1050.23,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,16,"green_under_tick","event_surge",500.00,100.00,1750.38,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,33,"yellow_near_tick","movement_only",500.00,1.25,17.50,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,33,"yellow_near_tick","build_social",250.00,30.00,700.15,250.00,192.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,33,"yellow_near_tick","combat_build",500.00,75.00,1050.23,500.00,384.00,"protect_reliable_core_limit_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,33,"yellow_near_tick","event_surge",500.00,100.00,1750.38,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,55,"red_over_budget","movement_only",500.00,1.25,17.50,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,55,"red_over_budget","build_social",250.00,30.00,700.15,250.00,192.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,55,"red_over_budget","combat_build",500.00,75.00,1050.23,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"near",50,"near_20hz",200,55,"red_over_budget","event_surge",500.00,100.00,1750.38,500.00,384.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,2,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,2,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,2,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,2,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,8,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,8,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,8,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,8,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,16,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,16,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,16,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,16,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,33,"yellow_near_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,33,"yellow_near_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,33,"yellow_near_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,33,"yellow_near_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,55,"red_over_budget","movement_only",500.00,1.25,17.50,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,55,"red_over_budget","build_social",250.00,30.00,700.15,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,55,"red_over_budget","combat_build",500.00,75.00,1050.23,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",0,55,"red_over_budget","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,2,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,2,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,2,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,2,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,8,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,8,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,8,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,8,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,16,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,16,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,16,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,16,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,33,"yellow_near_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,33,"yellow_near_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,33,"yellow_near_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,33,"yellow_near_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,55,"red_over_budget","movement_only",500.00,1.25,17.50,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,55,"red_over_budget","build_social",250.00,30.00,700.15,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,55,"red_over_budget","combat_build",500.00,75.00,1050.23,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",50,55,"red_over_budget","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,2,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,2,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,2,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,2,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,8,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,8,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,8,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,8,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,16,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,16,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,16,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,16,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,33,"yellow_near_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,33,"yellow_near_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,33,"yellow_near_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,33,"yellow_near_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,55,"red_over_budget","movement_only",500.00,1.25,17.50,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,55,"red_over_budget","build_social",250.00,30.00,700.15,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,55,"red_over_budget","combat_build",500.00,75.00,1050.23,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",100,55,"red_over_budget","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,2,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,2,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,2,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,2,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,8,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,8,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,8,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,8,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,16,"green_under_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,16,"green_under_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,16,"green_under_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,16,"green_under_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,33,"yellow_near_tick","movement_only",500.00,1.25,17.50,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,33,"yellow_near_tick","build_social",250.00,30.00,700.15,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,33,"yellow_near_tick","combat_build",500.00,75.00,1050.23,125.00,96.00,"thin_datagrams_to_5hz_defer_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,33,"yellow_near_tick","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,55,"red_over_budget","movement_only",500.00,1.25,17.50,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,55,"red_over_budget","build_social",250.00,30.00,700.15,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,55,"red_over_budget","combat_build",500.00,75.00,1050.23,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"mid",200,"mid_5hz",200,55,"red_over_budget","event_surge",500.00,100.00,1750.38,125.00,96.00,"protect_reliable_core_drop_low_priority"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,2,"green_under_tick","movement_only",500.00,1.25,17.50,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,2,"green_under_tick","build_social",250.00,30.00,700.15,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,2,"green_under_tick","combat_build",500.00,75.00,1050.23,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,2,"green_under_tick","event_surge",500.00,100.00,1750.38,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,8,"green_under_tick","movement_only",500.00,1.25,17.50,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,8,"green_under_tick","build_social",250.00,30.00,700.15,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,8,"green_under_tick","combat_build",500.00,75.00,1050.23,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,8,"green_under_tick","event_surge",500.00,100.00,1750.38,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,16,"green_under_tick","movement_only",500.00,1.25,17.50,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,16,"green_under_tick","build_social",250.00,30.00,700.15,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,16,"green_under_tick","combat_build",500.00,75.00,1050.23,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,16,"green_under_tick","event_surge",500.00,100.00,1750.38,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,33,"yellow_near_tick","movement_only",500.00,1.25,17.50,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,33,"yellow_near_tick","build_social",250.00,30.00,700.15,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,33,"yellow_near_tick","combat_build",500.00,75.00,1050.23,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,33,"yellow_near_tick","event_surge",500.00,100.00,1750.38,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,55,"red_over_budget","movement_only",500.00,1.25,17.50,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,55,"red_over_budget","build_social",250.00,30.00,700.15,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,55,"red_over_budget","combat_build",500.00,75.00,1050.23,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",0,55,"red_over_budget","event_surge",500.00,100.00,1750.38,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",50,2,"green_under_tick","movement_only",500.00,1.25,17.50,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",50,2,"green_under_tick","build_social",250.00,30.00,700.15,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
"extreme","extreme real 500m cell",3250.00,2250.00,20965,31678,308,25,25,"far",500,"far_suppressed",50,2,"green_under_tick","combat_build",500.00,75.00,1050.23,0.00,0.00,"suppress_far_datagrams_defer_world_detail"
